Fecha_orig,Dia,Mes,Year,COP_125_Kg
ju.-02-ene-03,02-ene-03,01,2003,277
vi.-03-ene-03,03-ene-03,01,2003,280.875
sá.-04-ene-03,04-ene-03,01,2003,280.875
do.-05-ene-03,05-ene-03,01,2003,280.875
lu.-06-ene-03,06-ene-03,01,2003,281.5
ma.-07-ene-03,07-ene-03,01,2003,294.875
mi.-08-ene-03,08-ene-03,01,2003,317.375
ju.-09-ene-03,09-ene-03,01,2003,319.125
vi.-10-ene-03,10-ene-03,01,2003,331.375
sá.-11-ene-03,11-ene-03,01,2003,331.375
do.-12-ene-03,12-ene-03,01,2003,331.375
lu.-13-ene-03,13-ene-03,01,2003,330.875
ma.-14-ene-03,14-ene-03,01,2003,331.75
mi.-15-ene-03,15-ene-03,01,2003,337.625
ju.-16-ene-03,16-ene-03,01,2003,337.5
vi.-17-ene-03,17-ene-03,01,2003,337.75
sá.-18-ene-03,18-ene-03,01,2003,337.75
do.-19-ene-03,19-ene-03,01,2003,337.75
lu.-20-ene-03,20-ene-03,01,2003,333.625
ma.-21-ene-03,21-ene-03,01,2003,336
mi.-22-ene-03,22-ene-03,01,2003,346.625
ju.-23-ene-03,23-ene-03,01,2003,345.875
vi.-24-ene-03,24-ene-03,01,2003,344
sá.-25-ene-03,25-ene-03,01,2003,344
do.-26-ene-03,26-ene-03,01,2003,344
lu.-27-ene-03,27-ene-03,01,2003,334.25
ma.-28-ene-03,28-ene-03,01,2003,336.125
mi.-29-ene-03,29-ene-03,01,2003,323.75
ju.-30-ene-03,30-ene-03,01,2003,319.75
vi.-31-ene-03,31-ene-03,01,2003,329.5
sá.-01-feb-03,01-feb-03,02,2003,329.5
do.-02-feb-03,02-feb-03,02,2003,329.5
lu.-03-feb-03,03-feb-03,02,2003,334.125
ma.-04-feb-03,04-feb-03,02,2003,332.5
mi.-05-feb-03,05-feb-03,02,2003,326.375
ju.-06-feb-03,06-feb-03,02,2003,330
vi.-07-feb-03,07-feb-03,02,2003,334.625
sá.-08-feb-03,08-feb-03,02,2003,334.625
do.-09-feb-03,09-feb-03,02,2003,334.625
lu.-10-feb-03,10-feb-03,02,2003,340.125
ma.-11-feb-03,11-feb-03,02,2003,336.625
mi.-12-feb-03,12-feb-03,02,2003,331.5
ju.-13-feb-03,13-feb-03,02,2003,311.5
vi.-14-feb-03,14-feb-03,02,2003,317.5
sá.-15-feb-03,15-feb-03,02,2003,317.5
do.-16-feb-03,16-feb-03,02,2003,317.5
lu.-17-feb-03,17-feb-03,02,2003,315.375
ma.-18-feb-03,18-feb-03,02,2003,318.75
mi.-19-feb-03,19-feb-03,02,2003,316
ju.-20-feb-03,20-feb-03,02,2003,318
vi.-21-feb-03,21-feb-03,02,2003,317.875
sá.-22-feb-03,22-feb-03,02,2003,317.875
do.-23-feb-03,23-feb-03,02,2003,317.875
lu.-24-feb-03,24-feb-03,02,2003,310.875
ma.-25-feb-03,25-feb-03,02,2003,303
mi.-26-feb-03,26-feb-03,02,2003,299.25
ju.-27-feb-03,27-feb-03,02,2003,300.375
vi.-28-feb-03,28-feb-03,02,2003,291.75
sá.-01-mar-03,01-mar-03,03,2003,291.75
do.-02-mar-03,02-mar-03,03,2003,291.75
lu.-03-mar-03,03-mar-03,03,2003,297.5
ma.-04-mar-03,04-mar-03,03,2003,293.25
mi.-05-mar-03,05-mar-03,03,2003,293.25
ju.-06-mar-03,06-mar-03,03,2003,294.25
vi.-07-mar-03,07-mar-03,03,2003,300.125
sá.-08-mar-03,08-mar-03,03,2003,300.125
do.-09-mar-03,09-mar-03,03,2003,300.125
lu.-10-mar-03,10-mar-03,03,2003,304.375
ma.-11-mar-03,11-mar-03,03,2003,298.875
mi.-12-mar-03,12-mar-03,03,2003,294.5
ju.-13-mar-03,13-mar-03,03,2003,294.5
vi.-14-mar-03,14-mar-03,03,2003,296.75
sá.-15-mar-03,15-mar-03,03,2003,296.75
do.-16-mar-03,16-mar-03,03,2003,296.75
lu.-17-mar-03,17-mar-03,03,2003,284
ma.-18-mar-03,18-mar-03,03,2003,290
mi.-19-mar-03,19-mar-03,03,2003,305.875
ju.-20-mar-03,20-mar-03,03,2003,314.125
vi.-21-mar-03,21-mar-03,03,2003,314.75
sá.-22-mar-03,22-mar-03,03,2003,314.75
do.-23-mar-03,23-mar-03,03,2003,314.75
lu.-24-mar-03,24-mar-03,03,2003,308.375
ma.-25-mar-03,25-mar-03,03,2003,300
mi.-26-mar-03,26-mar-03,03,2003,300
ju.-27-mar-03,27-mar-03,03,2003,293.375
vi.-28-mar-03,28-mar-03,03,2003,300
sá.-29-mar-03,29-mar-03,03,2003,300
do.-30-mar-03,30-mar-03,03,2003,300
lu.-31-mar-03,31-mar-03,03,2003,302.75
ma.-01-abr-03,01-abr-03,04,2003,300.5
mi.-02-abr-03,02-abr-03,04,2003,311.25
ju.-03-abr-03,03-abr-03,04,2003,317.625
vi.-04-abr-03,04-abr-03,04,2003,312.125
sá.-05-abr-03,05-abr-03,04,2003,312.125
do.-06-abr-03,06-abr-03,04,2003,312.125
lu.-07-abr-03,07-abr-03,04,2003,319.75
ma.-08-abr-03,08-abr-03,04,2003,313.375
mi.-09-abr-03,09-abr-03,04,2003,309.75
ju.-10-abr-03,10-abr-03,04,2003,304.75
vi.-11-abr-03,11-abr-03,04,2003,307.75
sá.-12-abr-03,12-abr-03,04,2003,307.75
do.-13-abr-03,13-abr-03,04,2003,307.75
lu.-14-abr-03,14-abr-03,04,2003,295.25
ma.-15-abr-03,15-abr-03,04,2003,302.125
mi.-16-abr-03,16-abr-03,04,2003,304.75
ju.-17-abr-03,17-abr-03,04,2003,315.25
vi.-18-abr-03,18-abr-03,04,2003,315.25
sá.-19-abr-03,19-abr-03,04,2003,315.25
do.-20-abr-03,20-abr-03,04,2003,315.25
lu.-21-abr-03,21-abr-03,04,2003,320.625
ma.-22-abr-03,22-abr-03,04,2003,321.5
mi.-23-abr-03,23-abr-03,04,2003,320.875
ju.-24-abr-03,24-abr-03,04,2003,315.75
vi.-25-abr-03,25-abr-03,04,2003,313.625
sá.-26-abr-03,26-abr-03,04,2003,313.625
do.-27-abr-03,27-abr-03,04,2003,313.625
lu.-28-abr-03,28-abr-03,04,2003,307.375
ma.-29-abr-03,29-abr-03,04,2003,320.75
mi.-30-abr-03,30-abr-03,04,2003,330
ju.-01-may-03,01-may-03,05,2003,334
vi.-02-may-03,02-may-03,05,2003,324.25
sá.-03-may-03,03-may-03,05,2003,324.25
do.-04-may-03,04-may-03,05,2003,324.25
lu.-05-may-03,05-may-03,05,2003,326.875
ma.-06-may-03,06-may-03,05,2003,332.5
mi.-07-may-03,07-may-03,05,2003,327.25
ju.-08-may-03,08-may-03,05,2003,326.25
vi.-09-may-03,09-may-03,05,2003,319.25
sá.-10-may-03,10-may-03,05,2003,319.25
do.-11-may-03,11-may-03,05,2003,319.25
lu.-12-may-03,12-may-03,05,2003,318.625
ma.-13-may-03,13-may-03,05,2003,312.875
mi.-14-may-03,14-may-03,05,2003,305.875
ju.-15-may-03,15-may-03,05,2003,305
vi.-16-may-03,16-may-03,05,2003,306.125
sá.-17-may-03,17-may-03,05,2003,306.125
do.-18-may-03,18-may-03,05,2003,306.125
lu.-19-may-03,19-may-03,05,2003,312.25
ma.-20-may-03,20-may-03,05,2003,330.75
mi.-21-may-03,21-may-03,05,2003,322.375
ju.-22-may-03,22-may-03,05,2003,322.375
vi.-23-may-03,23-may-03,05,2003,314.625
sá.-24-may-03,24-may-03,05,2003,314.625
do.-25-may-03,25-may-03,05,2003,314.625
lu.-26-may-03,26-may-03,05,2003,313.625
ma.-27-may-03,27-may-03,05,2003,288
mi.-28-may-03,28-may-03,05,2003,308.875
ju.-29-may-03,29-may-03,05,2003,291.25
vi.-30-may-03,30-may-03,05,2003,284.625
sá.-31-may-03,31-may-03,05,2003,284.625
do.-01-jun-03,01-jun-03,06,2003,284.625
lu.-02-jun-03,02-jun-03,06,2003,291.875
ma.-03-jun-03,03-jun-03,06,2003,290.25
mi.-04-jun-03,04-jun-03,06,2003,291.125
ju.-05-jun-03,05-jun-03,06,2003,286.375
vi.-06-jun-03,06-jun-03,06,2003,290
sá.-07-jun-03,07-jun-03,06,2003,290
do.-08-jun-03,08-jun-03,06,2003,290
lu.-09-jun-03,09-jun-03,06,2003,287.125
ma.-10-jun-03,10-jun-03,06,2003,292.875
mi.-11-jun-03,11-jun-03,06,2003,298.125
ju.-12-jun-03,12-jun-03,06,2003,296.375
vi.-13-jun-03,13-jun-03,06,2003,289
sá.-14-jun-03,14-jun-03,06,2003,289
do.-15-jun-03,15-jun-03,06,2003,289
lu.-16-jun-03,16-jun-03,06,2003,285.75
ma.-17-jun-03,17-jun-03,06,2003,285.375
mi.-18-jun-03,18-jun-03,06,2003,289.625
ju.-19-jun-03,19-jun-03,06,2003,277.625
vi.-20-jun-03,20-jun-03,06,2003,280.875
sá.-21-jun-03,21-jun-03,06,2003,280.875
do.-22-jun-03,22-jun-03,06,2003,280.875
lu.-23-jun-03,23-jun-03,06,2003,282.25
ma.-24-jun-03,24-jun-03,06,2003,286.375
mi.-25-jun-03,25-jun-03,06,2003,279.5
ju.-26-jun-03,26-jun-03,06,2003,288.125
vi.-27-jun-03,27-jun-03,06,2003,310.125
sá.-28-jun-03,28-jun-03,06,2003,310.125
do.-29-jun-03,29-jun-03,06,2003,310.125
lu.-30-jun-03,30-jun-03,06,2003,311.625
ma.-01-jul-03,01-jul-03,07,2003,311.875
mi.-02-jul-03,02-jul-03,07,2003,325.875
ju.-03-jul-03,03-jul-03,07,2003,322.625
vi.-04-jul-03,04-jul-03,07,2003,323
sá.-05-jul-03,05-jul-03,07,2003,323
do.-06-jul-03,06-jul-03,07,2003,323
lu.-07-jul-03,07-jul-03,07,2003,320.25
ma.-08-jul-03,08-jul-03,07,2003,319
mi.-09-jul-03,09-jul-03,07,2003,316
ju.-10-jul-03,10-jul-03,07,2003,315.125
vi.-11-jul-03,11-jul-03,07,2003,315.375
sá.-12-jul-03,12-jul-03,07,2003,315.375
do.-13-jul-03,13-jul-03,07,2003,315.375
lu.-14-jul-03,14-jul-03,07,2003,327.125
ma.-15-jul-03,15-jul-03,07,2003,329.5
mi.-16-jul-03,16-jul-03,07,2003,334.25
ju.-17-jul-03,17-jul-03,07,2003,337.5
vi.-18-jul-03,18-jul-03,07,2003,339.625
sá.-19-jul-03,19-jul-03,07,2003,339.625
do.-20-jul-03,20-jul-03,07,2003,339.625
lu.-21-jul-03,21-jul-03,07,2003,314.5
ma.-22-jul-03,22-jul-03,07,2003,308.5
mi.-23-jul-03,23-jul-03,07,2003,306.25
ju.-24-jul-03,24-jul-03,07,2003,300.875
vi.-25-jul-03,25-jul-03,07,2003,311
sá.-26-jul-03,26-jul-03,07,2003,311
do.-27-jul-03,27-jul-03,07,2003,311
lu.-28-jul-03,28-jul-03,07,2003,299.75
ma.-29-jul-03,29-jul-03,07,2003,316.25
mi.-30-jul-03,30-jul-03,07,2003,311.125
ju.-31-jul-03,31-jul-03,07,2003,316.625
vi.-01-ago-03,01-ago-03,08,2003,326.375
sá.-02-ago-03,02-ago-03,08,2003,326.375
do.-03-ago-03,03-ago-03,08,2003,326.375
lu.-04-ago-03,04-ago-03,08,2003,320.5
ma.-05-ago-03,05-ago-03,08,2003,311.75
mi.-06-ago-03,06-ago-03,08,2003,313.75
ju.-07-ago-03,07-ago-03,08,2003,314.125
vi.-08-ago-03,08-ago-03,08,2003,312.75
sá.-09-ago-03,09-ago-03,08,2003,312.75
do.-10-ago-03,10-ago-03,08,2003,312.75
lu.-11-ago-03,11-ago-03,08,2003,299.25
ma.-12-ago-03,12-ago-03,08,2003,295.625
mi.-13-ago-03,13-ago-03,08,2003,301.5
ju.-14-ago-03,14-ago-03,08,2003,293.875
vi.-15-ago-03,15-ago-03,08,2003,291.875
sá.-16-ago-03,16-ago-03,08,2003,291.875
do.-17-ago-03,17-ago-03,08,2003,291.875
lu.-18-ago-03,18-ago-03,08,2003,287.75
ma.-19-ago-03,19-ago-03,08,2003,288.5
mi.-20-ago-03,20-ago-03,08,2003,288.5
ju.-21-ago-03,21-ago-03,08,2003,298.25
vi.-22-ago-03,22-ago-03,08,2003,292
sá.-23-ago-03,23-ago-03,08,2003,292
do.-24-ago-03,24-ago-03,08,2003,292
lu.-25-ago-03,25-ago-03,08,2003,293.75
ma.-26-ago-03,26-ago-03,08,2003,292.625
mi.-27-ago-03,27-ago-03,08,2003,289.625
ju.-28-ago-03,28-ago-03,08,2003,290.375
vi.-29-ago-03,29-ago-03,08,2003,291.25
sá.-30-ago-03,30-ago-03,08,2003,291.25
do.-31-ago-03,31-ago-03,08,2003,291.25
lu.-01-sep-03,01-sep-03,09,2003,290.75
ma.-02-sep-03,02-sep-03,09,2003,292.875
mi.-03-sep-03,03-sep-03,09,2003,289
ju.-04-sep-03,04-sep-03,09,2003,296.75
vi.-05-sep-03,05-sep-03,09,2003,308.5
sá.-06-sep-03,06-sep-03,09,2003,308.5
do.-07-sep-03,07-sep-03,09,2003,308.5
lu.-08-sep-03,08-sep-03,09,2003,321.625
ma.-09-sep-03,09-sep-03,09,2003,329.5
mi.-10-sep-03,10-sep-03,09,2003,331.75
ju.-11-sep-03,11-sep-03,09,2003,333.25
vi.-12-sep-03,12-sep-03,09,2003,329.75
sá.-13-sep-03,13-sep-03,09,2003,329.75
do.-14-sep-03,14-sep-03,09,2003,329.75
lu.-15-sep-03,15-sep-03,09,2003,302.5
ma.-16-sep-03,16-sep-03,09,2003,288.75
mi.-17-sep-03,17-sep-03,09,2003,300.875
ju.-18-sep-03,18-sep-03,09,2003,296.375
vi.-19-sep-03,19-sep-03,09,2003,298
sá.-20-sep-03,20-sep-03,09,2003,298
do.-21-sep-03,21-sep-03,09,2003,298
lu.-22-sep-03,22-sep-03,09,2003,311
ma.-23-sep-03,23-sep-03,09,2003,308.5
mi.-24-sep-03,24-sep-03,09,2003,313.625
ju.-25-sep-03,25-sep-03,09,2003,313.5
vi.-26-sep-03,26-sep-03,09,2003,306.375
sá.-27-sep-03,27-sep-03,09,2003,306.375
do.-28-sep-03,28-sep-03,09,2003,306.375
lu.-29-sep-03,29-sep-03,09,2003,306.625
ma.-30-sep-03,30-sep-03,09,2003,303.875
mi.-01-oct-03,01-oct-03,10,2003,319.75
ju.-02-oct-03,02-oct-03,10,2003,304.375
vi.-03-oct-03,03-oct-03,10,2003,305.625
sá.-04-oct-03,04-oct-03,10,2003,305.625
do.-05-oct-03,05-oct-03,10,2003,305.625
lu.-06-oct-03,06-oct-03,10,2003,294
ma.-07-oct-03,07-oct-03,10,2003,295.25
mi.-08-oct-03,08-oct-03,10,2003,293.25
ju.-09-oct-03,09-oct-03,10,2003,288.5
vi.-10-oct-03,10-oct-03,10,2003,282.625
sá.-11-oct-03,11-oct-03,10,2003,282.625
do.-12-oct-03,12-oct-03,10,2003,282.625
lu.-13-oct-03,13-oct-03,10,2003,278.25
ma.-14-oct-03,14-oct-03,10,2003,283.25
mi.-15-oct-03,15-oct-03,10,2003,282.125
ju.-16-oct-03,16-oct-03,10,2003,287.375
vi.-17-oct-03,17-oct-03,10,2003,281.875
sá.-18-oct-03,18-oct-03,10,2003,281.875
do.-19-oct-03,19-oct-03,10,2003,281.875
lu.-20-oct-03,20-oct-03,10,2003,288.75
ma.-21-oct-03,21-oct-03,10,2003,301
mi.-22-oct-03,22-oct-03,10,2003,300.5
ju.-23-oct-03,23-oct-03,10,2003,304.5
vi.-24-oct-03,24-oct-03,10,2003,312
sá.-25-oct-03,25-oct-03,10,2003,312
do.-26-oct-03,26-oct-03,10,2003,312
lu.-27-oct-03,27-oct-03,10,2003,320
ma.-28-oct-03,28-oct-03,10,2003,319.875
mi.-29-oct-03,29-oct-03,10,2003,301
ju.-30-oct-03,30-oct-03,10,2003,290.875
vi.-31-oct-03,31-oct-03,10,2003,284.125
sá.-01-nov-03,01-nov-03,11,2003,284.125
do.-02-nov-03,02-nov-03,11,2003,284.125
lu.-03-nov-03,03-nov-03,11,2003,284.375
ma.-04-nov-03,04-nov-03,11,2003,288.875
mi.-05-nov-03,05-nov-03,11,2003,287.5
ju.-06-nov-03,06-nov-03,11,2003,289
vi.-07-nov-03,07-nov-03,11,2003,294.125
sá.-08-nov-03,08-nov-03,11,2003,294.125
do.-09-nov-03,09-nov-03,11,2003,294.125
lu.-10-nov-03,10-nov-03,11,2003,286
ma.-11-nov-03,11-nov-03,11,2003,289.25
mi.-12-nov-03,12-nov-03,11,2003,305.625
ju.-13-nov-03,13-nov-03,11,2003,310.75
vi.-14-nov-03,14-nov-03,11,2003,311.5
sá.-15-nov-03,15-nov-03,11,2003,311.5
do.-16-nov-03,16-nov-03,11,2003,311.5
lu.-17-nov-03,17-nov-03,11,2003,310.75
ma.-18-nov-03,18-nov-03,11,2003,310.875
mi.-19-nov-03,19-nov-03,11,2003,304.125
ju.-20-nov-03,20-nov-03,11,2003,299.625
vi.-21-nov-03,21-nov-03,11,2003,293.375
sá.-22-nov-03,22-nov-03,11,2003,293.375
do.-23-nov-03,23-nov-03,11,2003,293.375
lu.-24-nov-03,24-nov-03,11,2003,297
ma.-25-nov-03,25-nov-03,11,2003,299.5
mi.-26-nov-03,26-nov-03,11,2003,305.5
ju.-27-nov-03,27-nov-03,11,2003,305.5
vi.-28-nov-03,28-nov-03,11,2003,305.5
sá.-29-nov-03,29-nov-03,11,2003,305.5
do.-30-nov-03,30-nov-03,11,2003,305.5
lu.-01-dic-03,01-dic-03,12,2003,314.25
ma.-02-dic-03,02-dic-03,12,2003,323.375
mi.-03-dic-03,03-dic-03,12,2003,315.25
ju.-04-dic-03,04-dic-03,12,2003,301.25
vi.-05-dic-03,05-dic-03,12,2003,305.375
sá.-06-dic-03,06-dic-03,12,2003,305.375
do.-07-dic-03,07-dic-03,12,2003,305.375
lu.-08-dic-03,08-dic-03,12,2003,316.875
ma.-09-dic-03,09-dic-03,12,2003,315.375
mi.-10-dic-03,10-dic-03,12,2003,310.875
ju.-11-dic-03,11-dic-03,12,2003,305.875
vi.-12-dic-03,12-dic-03,12,2003,310.625
sá.-13-dic-03,13-dic-03,12,2003,310.625
do.-14-dic-03,14-dic-03,12,2003,310.625
lu.-15-dic-03,15-dic-03,12,2003,290.625
ma.-16-dic-03,16-dic-03,12,2003,292.5
mi.-17-dic-03,17-dic-03,12,2003,296.25
ju.-18-dic-03,18-dic-03,12,2003,295.875
vi.-19-dic-03,19-dic-03,12,2003,303.25
sá.-20-dic-03,20-dic-03,12,2003,303.25
do.-21-dic-03,21-dic-03,12,2003,303.25
lu.-22-dic-03,22-dic-03,12,2003,303.375
ma.-23-dic-03,23-dic-03,12,2003,303
mi.-24-dic-03,24-dic-03,12,2003,300.25
ju.-25-dic-03,25-dic-03,12,2003,300.25
vi.-26-dic-03,26-dic-03,12,2003,300.25
sá.-27-dic-03,27-dic-03,12,2003,300.25
do.-28-dic-03,28-dic-03,12,2003,300.25
lu.-29-dic-03,29-dic-03,12,2003,300.875
ma.-30-dic-03,30-dic-03,12,2003,304.875
mi.-31-dic-03,31-dic-03,12,2003,291.25
ju.-01-ene-04,01-ene-04,01,2004,291.25
vi.-02-ene-04,02-ene-04,01,2004,291.25
sá.-03-ene-04,03-ene-04,01,2004,291.25
do.-04-ene-04,04-ene-04,01,2004,291.25
lu.-05-ene-04,05-ene-04,01,2004,322.875
ma.-06-ene-04,06-ene-04,01,2004,342
mi.-07-ene-04,07-ene-04,01,2004,335.875
ju.-08-ene-04,08-ene-04,01,2004,328.875
vi.-09-ene-04,09-ene-04,01,2004,330.75
sá.-10-ene-04,10-ene-04,01,2004,330.75
do.-11-ene-04,11-ene-04,01,2004,330.75
lu.-12-ene-04,12-ene-04,01,2004,336.875
ma.-13-ene-04,13-ene-04,01,2004,332.625
mi.-14-ene-04,14-ene-04,01,2004,325.75
ju.-15-ene-04,15-ene-04,01,2004,323.875
vi.-16-ene-04,16-ene-04,01,2004,333.375
sá.-17-ene-04,17-ene-04,01,2004,333.375
do.-18-ene-04,18-ene-04,01,2004,333.375
lu.-19-ene-04,19-ene-04,01,2004,333.375
ma.-20-ene-04,20-ene-04,01,2004,351.25
mi.-21-ene-04,21-ene-04,01,2004,347
ju.-22-ene-04,22-ene-04,01,2004,350.625
vi.-23-ene-04,23-ene-04,01,2004,352.25
sá.-24-ene-04,24-ene-04,01,2004,352.25
do.-25-ene-04,25-ene-04,01,2004,352.25
lu.-26-ene-04,26-ene-04,01,2004,363.375
ma.-27-ene-04,27-ene-04,01,2004,368.125
mi.-28-ene-04,28-ene-04,01,2004,353
ju.-29-ene-04,29-ene-04,01,2004,347.25
vi.-30-ene-04,30-ene-04,01,2004,344.625
sá.-31-ene-04,31-ene-04,01,2004,344.625
do.-01-feb-04,01-feb-04,02,2004,344.625
lu.-02-feb-04,02-feb-04,02,2004,344.625
ma.-03-feb-04,03-feb-04,02,2004,342.125
mi.-04-feb-04,04-feb-04,02,2004,329.375
ju.-05-feb-04,05-feb-04,02,2004,329.875
vi.-06-feb-04,06-feb-04,02,2004,327.125
sá.-07-feb-04,07-feb-04,02,2004,327.125
do.-08-feb-04,08-feb-04,02,2004,327.125
lu.-09-feb-04,09-feb-04,02,2004,323.25
ma.-10-feb-04,10-feb-04,02,2004,337.125
mi.-11-feb-04,11-feb-04,02,2004,341.25
ju.-12-feb-04,12-feb-04,02,2004,346.125
vi.-13-feb-04,13-feb-04,02,2004,343.375
sá.-14-feb-04,14-feb-04,02,2004,343.375
do.-15-feb-04,15-feb-04,02,2004,343.375
lu.-16-feb-04,16-feb-04,02,2004,343.375
ma.-17-feb-04,17-feb-04,02,2004,349.625
mi.-18-feb-04,18-feb-04,02,2004,323.625
ju.-19-feb-04,19-feb-04,02,2004,325.875
vi.-20-feb-04,20-feb-04,02,2004,320.875
sá.-21-feb-04,21-feb-04,02,2004,320.875
do.-22-feb-04,22-feb-04,02,2004,320.875
lu.-23-feb-04,23-feb-04,02,2004,314.375
ma.-24-feb-04,24-feb-04,02,2004,329.75
mi.-25-feb-04,25-feb-04,02,2004,328.25
ju.-26-feb-04,26-feb-04,02,2004,343.25
vi.-27-feb-04,27-feb-04,02,2004,346.75
sá.-28-feb-04,28-feb-04,02,2004,346.75
do.-29-feb-04,29-feb-04,02,2004,346.75
lu.-01-mar-04,01-mar-04,03,2004,342.25
ma.-02-mar-04,02-mar-04,03,2004,339.25
mi.-03-mar-04,03-mar-04,03,2004,329.25
ju.-04-mar-04,04-mar-04,03,2004,336.25
vi.-05-mar-04,05-mar-04,03,2004,336.625
sá.-06-mar-04,06-mar-04,03,2004,336.625
do.-07-mar-04,07-mar-04,03,2004,336.625
lu.-08-mar-04,08-mar-04,03,2004,340
ma.-09-mar-04,09-mar-04,03,2004,333.875
mi.-10-mar-04,10-mar-04,03,2004,337.5
ju.-11-mar-04,11-mar-04,03,2004,346.375
vi.-12-mar-04,12-mar-04,03,2004,345.375
sá.-13-mar-04,13-mar-04,03,2004,345.375
do.-14-mar-04,14-mar-04,03,2004,345.375
lu.-15-mar-04,15-mar-04,03,2004,348.375
ma.-16-mar-04,16-mar-04,03,2004,349.125
mi.-17-mar-04,17-mar-04,03,2004,347.75
ju.-18-mar-04,18-mar-04,03,2004,347.625
vi.-19-mar-04,19-mar-04,03,2004,352.125
sá.-20-mar-04,20-mar-04,03,2004,352.125
do.-21-mar-04,21-mar-04,03,2004,352.125
lu.-22-mar-04,22-mar-04,03,2004,355.625
ma.-23-mar-04,23-mar-04,03,2004,355
mi.-24-mar-04,24-mar-04,03,2004,350.625
ju.-25-mar-04,25-mar-04,03,2004,330.375
vi.-26-mar-04,26-mar-04,03,2004,334.875
sá.-27-mar-04,27-mar-04,03,2004,334.875
do.-28-mar-04,28-mar-04,03,2004,334.875
lu.-29-mar-04,29-mar-04,03,2004,338.25
ma.-30-mar-04,30-mar-04,03,2004,343.625
mi.-31-mar-04,31-mar-04,03,2004,344.625
ju.-01-abr-04,01-abr-04,04,2004,346.875
vi.-02-abr-04,02-abr-04,04,2004,342.75
sá.-03-abr-04,03-abr-04,04,2004,342.75
do.-04-abr-04,04-abr-04,04,2004,342.75
lu.-05-abr-04,05-abr-04,04,2004,336.5
ma.-06-abr-04,06-abr-04,04,2004,340.375
mi.-07-abr-04,07-abr-04,04,2004,343.75
ju.-08-abr-04,08-abr-04,04,2004,341.75
vi.-09-abr-04,09-abr-04,04,2004,341.75
sá.-10-abr-04,10-abr-04,04,2004,341.75
do.-11-abr-04,11-abr-04,04,2004,341.75
lu.-12-abr-04,12-abr-04,04,2004,336.375
ma.-13-abr-04,13-abr-04,04,2004,320.375
mi.-14-abr-04,14-abr-04,04,2004,323.75
ju.-15-abr-04,15-abr-04,04,2004,324.5
vi.-16-abr-04,16-abr-04,04,2004,318.375
sá.-17-abr-04,17-abr-04,04,2004,318.375
do.-18-abr-04,18-abr-04,04,2004,318.375
lu.-19-abr-04,19-abr-04,04,2004,322.625
ma.-20-abr-04,20-abr-04,04,2004,317
mi.-21-abr-04,21-abr-04,04,2004,309.75
ju.-22-abr-04,22-abr-04,04,2004,312
vi.-23-abr-04,23-abr-04,04,2004,313.75
sá.-24-abr-04,24-abr-04,04,2004,313.75
do.-25-abr-04,25-abr-04,04,2004,313.75
lu.-26-abr-04,26-abr-04,04,2004,313
ma.-27-abr-04,27-abr-04,04,2004,316.875
mi.-28-abr-04,28-abr-04,04,2004,316.125
ju.-29-abr-04,29-abr-04,04,2004,324.5
vi.-30-abr-04,30-abr-04,04,2004,321.625
sá.-01-may-04,01-may-04,05,2004,321.625
do.-02-may-04,02-may-04,05,2004,321.625
lu.-03-may-04,03-may-04,05,2004,326.375
ma.-04-may-04,04-may-04,05,2004,339.25
mi.-05-may-04,05-may-04,05,2004,334.75
ju.-06-may-04,06-may-04,05,2004,333.875
vi.-07-may-04,07-may-04,05,2004,330.75
sá.-08-may-04,08-may-04,05,2004,330.75
do.-09-may-04,09-may-04,05,2004,330.75
lu.-10-may-04,10-may-04,05,2004,337.875
ma.-11-may-04,11-may-04,05,2004,339.25
mi.-12-may-04,12-may-04,05,2004,328.875
ju.-13-may-04,13-may-04,05,2004,333.25
vi.-14-may-04,14-may-04,05,2004,329.75
sá.-15-may-04,15-may-04,05,2004,329.75
do.-16-may-04,16-may-04,05,2004,329.75
lu.-17-may-04,17-may-04,05,2004,316.875
ma.-18-may-04,18-may-04,05,2004,331.625
mi.-19-may-04,19-may-04,05,2004,335.75
ju.-20-may-04,20-may-04,05,2004,334.625
vi.-21-may-04,21-may-04,05,2004,339
sá.-22-may-04,22-may-04,05,2004,339
do.-23-may-04,23-may-04,05,2004,339
lu.-24-may-04,24-may-04,05,2004,355
ma.-25-may-04,25-may-04,05,2004,363.375
mi.-26-may-04,26-may-04,05,2004,376.75
ju.-27-may-04,27-may-04,05,2004,369.375
vi.-28-may-04,28-may-04,05,2004,408.625
sá.-29-may-04,29-may-04,05,2004,408.625
do.-30-may-04,30-may-04,05,2004,408.625
lu.-31-may-04,31-may-04,05,2004,408.625
ma.-01-jun-04,01-jun-04,06,2004,398.875
mi.-02-jun-04,02-jun-04,06,2004,402.25
ju.-03-jun-04,03-jun-04,06,2004,410.5
vi.-04-jun-04,04-jun-04,06,2004,408.75
sá.-05-jun-04,05-jun-04,06,2004,408.75
do.-06-jun-04,06-jun-04,06,2004,408.75
lu.-07-jun-04,07-jun-04,06,2004,395.5
ma.-08-jun-04,08-jun-04,06,2004,398.625
mi.-09-jun-04,09-jun-04,06,2004,406.375
ju.-10-jun-04,10-jun-04,06,2004,411.625
vi.-11-jun-04,11-jun-04,06,2004,411.625
sá.-12-jun-04,12-jun-04,06,2004,411.625
do.-13-jun-04,13-jun-04,06,2004,411.625
