municipio;departamento;valid_time;latitude;longitude;t2m;d2m;tp;ssrd;e;stl1
San_Jose_de_Pare;Boyaca;2025-09-01;6.0;-73.5;17.165436;13.854889;0.010519028;18672206.0;-0.003559444;16.893463
San_Jose_de_Pare;Boyaca;2025-10-01;6.0;-73.5;16.645172;14.255035;0.01458931;16722944.0;-0.0032909177;16.667633
San_Jose_de_Pare;Boyaca;2025-11-01;6.0;-73.5;17.05069;14.66861;0.008228302;15685632.0;-0.0030053742;16.703766
San_Jose_de_Pare;Boyaca;2025-12-01;6.0;-73.5;16.596832;13.9496155;0.0036554337;17411072.0;-0.0030401647;16.135406
Santana;Boyaca;2025-01-01;6.0;-73.5;16.961823;13.958893;0.0026836395;19294208.0;-0.003248196;16.279694
Santana;Boyaca;2025-02-01;6.0;-73.5;17.048492;15.024078;0.0055294037;17590784.0;-0.0030820481;16.714264
Santana;Boyaca;2025-03-01;6.0;-73.5;16.925446;14.788971;0.0068588257;17315568.0;-0.003144171;16.728668
Santana;Boyaca;2025-04-01;6.0;-73.5;17.438385;15.126129;0.013141632;16659968.0;-0.0032573603;17.114655
Santana;Boyaca;2025-05-01;6.0;-73.5;17.39981;14.795319;0.01411438;15754240.0;-0.0032012314;16.948883
Santana;Boyaca;2025-06-01;6.0;-73.5;17.282867;14.414459;0.01209259;16543232.0;-0.0033236519;16.92276
Santana;Boyaca;2025-07-01;6.0;-73.5;17.573395;13.76236;0.009462357;18808832.0;-0.0036512427;17.062408
Santana;Boyaca;2025-08-01;6.0;-73.5;17.197174;13.660553;0.009260178;18676224.0;-0.0035566166;16.802643
Santana;Boyaca;2025-09-01;6.0;-73.5;17.165436;13.854889;0.010519028;18672206.0;-0.003559444;16.893463
Santana;Boyaca;2025-10-01;6.0;-73.5;16.645172;14.255035;0.01458931;16722944.0;-0.0032909177;16.667633
Santana;Boyaca;2025-11-01;6.0;-73.5;17.05069;14.66861;0.008228302;15685632.0;-0.0030053742;16.703766
Santana;Boyaca;2025-12-01;6.0;-73.5;16.596832;13.9496155;0.0036554337;17411072.0;-0.0030401647;16.135406
Suaita;Santander;2025-01-01;6.125;-73.375;17.748566;14.39212;0.0027489662;19712512.0;-0.0032404475;17.102081
Suaita;Santander;2025-02-01;6.125;-73.375;17.905182;15.425079;0.005545616;18247552.0;-0.0031083934;17.636261
Suaita;Santander;2025-03-01;6.125;-73.375;17.673248;15.391754;0.0064487457;17979888.0;-0.0032635592;17.459259
Suaita;Santander;2025-04-01;6.125;-73.375;18.142242;15.73465;0.011972427;17282432.0;-0.0033427142;17.774323
Suaita;Santander;2025-05-01;6.125;-73.375;17.950592;15.47464;0.015199184;16074240.0;-0.003259942;17.507599
Suaita;Santander;2025-06-01;6.125;-73.375;17.758575;15.146027;0.012702942;16777600.0;-0.003362514;17.423859
Suaita;Santander;2025-07-01;6.125;-73.375;17.973541;14.636993;0.010521889;19027712.0;-0.003707867;17.535675
Suaita;Santander;2025-08-01;6.125;-73.375;17.685577;14.505402;0.008865356;18972416.0;-0.0036492422;17.320343
Suaita;Santander;2025-09-01;6.125;-73.375;17.629059;14.611359;0.0103263855;19130448.0;-0.0036450364;17.42691
Suaita;Santander;2025-10-01;6.125;-73.375;17.218048;14.831329;0.013814449;17204992.0;-0.0033884905;17.255768
Suaita;Santander;2025-11-01;6.125;-73.375;17.647858;15.235138;0.0082297325;16042752.0;-0.0030915625;17.310211
Suaita;Santander;2025-12-01;6.125;-73.375;17.310455;14.479523;0.0033214092;17674752.0;-0.0031176507;16.826935
Togui;Boyaca;2025-01-01;5.875;-73.5;15.651459;12.072296;0.0028820038;19150336.0;-0.0031816773;15.107941
Togui;Boyaca;2025-02-01;5.875;-73.5;15.764557;13.459747;0.0067920685;17233664.0;-0.0030458085;15.549347
Togui;Boyaca;2025-03-01;5.875;-73.5;15.604401;13.21109;0.0076475143;17185776.0;-0.0031267665;15.507172
Togui;Boyaca;2025-04-01;5.875;-73.5;16.120209;13.488495;0.011330605;16499712.0;-0.0031553172;15.810944
Togui;Boyaca;2025-05-01;5.875;-73.5;16.071686;13.151825;0.0104599;15579392.0;-0.003028378;15.628754
Togui;Boyaca;2025-06-01;5.875;-73.5;15.946991;12.685028;0.00846386;16224512.0;-0.003112413;15.492218
Togui;Boyaca;2025-07-01;5.875;-73.5;16.06778;11.84256;0.00571537;18213632.0;-0.0032945685;15.518585
Togui;Boyaca;2025-08-01;5.875;-73.5;15.711029;11.743683;0.0061426163;18323200.0;-0.0032527521;15.281342
Togui;Boyaca;2025-09-01;5.875;-73.5;15.762299;11.855011;0.0070266724;18604368.0;-0.003265474;15.391754
Togui;Boyaca;2025-10-01;5.875;-73.5;15.314301;12.523712;0.010663986;16647680.0;-0.003132131;15.249908
Togui;Boyaca;2025-11-01;5.875;-73.5;15.7274475;13.032074;0.0075702667;15502848.0;-0.0029321797;15.355133
Togui;Boyaca;2025-12-01;5.875;-73.5;15.221039;12.36972;0.003332615;17213952.0;-0.0029798448;14.807343
Valle_de_San_Jose;Santander;2025-01-01;6.5;-73.125;18.953186;14.673859;0.004553795;20746752.0;-0.003232699;18.812012
Valle_de_San_Jose;Santander;2025-02-01;6.5;-73.125;19.19522;16.094482;0.009062767;19459328.0;-0.0032396428;19.513245
Valle_de_San_Jose;Santander;2025-03-01;6.5;-73.125;19.196167;16.074371;0.009527206;19644912.0;-0.0032880567;19.510101
Valle_de_San_Jose;Santander;2025-04-01;6.5;-73.125;19.341888;16.463135;0.014652252;18184704.0;-0.0034424923;19.402771
Valle_de_San_Jose;Santander;2025-05-01;6.5;-73.125;18.957428;16.372528;0.021197319;16358400.0;-0.0033864826;18.899261
Valle_de_San_Jose;Santander;2025-06-01;6.5;-73.125;18.716522;16.031708;0.021514893;16677888.0;-0.003338553;18.805695
Valle_de_San_Jose;Santander;2025-07-01;6.5;-73.125;19.139069;15.442169;0.021800995;18553344.0;-0.0034102015;19.341797
Valle_de_San_Jose;Santander;2025-08-01;6.5;-73.125;18.88095;15.189972;0.016125679;19258880.0;-0.003409274;19.26181
Valle_de_San_Jose;Santander;2025-09-01;6.5;-73.125;18.785736;15.187103;0.017315865;19426896.0;-0.003409002;19.312622
Valle_de_San_Jose;Santander;2025-10-01;6.5;-73.125;18.244934;15.351868;0.017131805;17948416.0;-0.0033573173;18.82605
Valle_de_San_Jose;Santander;2025-11-01;6.5;-73.125;18.655182;15.904114;0.012482643;16664576.0;-0.0032232888;18.760406
Valle_de_San_Jose;Santander;2025-12-01;6.5;-73.125;18.342133;15.2691345;0.005815983;18001920.0;-0.0032878816;18.469482
